sellerfeedbackscore,increment_residual,residual,bidcount,ispolice
7.983098940710892,2.8291011240681128,"[2.728030834060697, 2.119013373975295, 1.4776611814397755, 0.777742145153077, 0.1839333752184264, -0.05189791470828664, -0.08648753323112263, -0.153788547703959, -0.24781598445236208, -0.6322074321774779, -1.9330708914597494]",11,1.0
8.140315540159985,1.5275686444998429,"[1.459619085156484, 1.4107883685622196, 1.2675066926467309, 1.0633004347141417, -0.323227639414222, -0.3869426447406938, -0.39065755691566023, -0.9465405798155511, -1.1943642496231508, -1.3953103046254358, -2.0381852923440436]",11,1.0
4.859812404361672,2.6801863747217274,"[2.583303270501548, 1.6892473016985012, 0.7284831264641359, 0.647808350185391, 0.21808534285377815, -0.26605658715404434, -0.4985405719434657, -0.7090707325590726, -0.7740923550194918, -1.4298713246186971, -1.5581244256593882]",11,1.0
5.017279836814924,0.9238637689086251,"[0.868537720895102, 0.8292651562799661, 0.7736120087091125, 0.6482541225135323, 0.3134960832976563, 0.21535692322936073, 0.18494187686544075, -0.01845149556555048, -0.4695108615215738, -0.6332568761694308, -1.408865254923171]",11,1.0
1.3862943611198906,2.6723638241617422,"[2.575697977894693, 1.5093211864218827, 1.2175697603418447, 1.1209198914653524, 0.8303397500704324, 0.5695802535378945, 0.437568825307943, 0.047610188118307806, -0.20467904593710573, -0.809892888414216, -1.5052270871618447]",11,1.0
5.8916442118257715,2.912226681167974,"[2.808777551742569, 1.9642192637466118, 0.7272573289508677, 0.6339828876677109, 0.45717323465273046, 0.3035812741307506, 0.15111895407859918, 0.06449963326794028, -0.155950608356638, -0.48405058790135014, -0.5157088854400494]",11,1.0
6.974478911025045,3.7923730287016997,"[3.6621974323050734, 0.7788887459007131, 0.6749708044632791, 0.5586830044489095, 0.3775268343277662, 0.22178152361839892, 0.2043364536635233, -0.6243071749003439, -0.9486060733766193, -1.466203977699234, -1.980806971448023]",11,1.0
5.993961427306569,1.484470653635512,"[1.4174801618505062, 1.3564638880833109, 1.27486582970921, 1.1965223054234917, 0.7790455453209193, 0.4895854185675674, -0.011236704403555897, -0.032849795040190255, -0.6783714388934604, -1.1899698686647824, -1.5954674748458255]",11,1.0
5.003946305945459,2.1354951923038463,"[2.053069164508389, 1.0531720678998526, 0.5911936209047852, 0.3420131181510954, 0.16554617990944254, -0.05507258909600854, -0.2705360697295634, -0.3454387019331711, -0.5652221949293221, -1.2957163514995582, -1.4890172008818132]",11,1.0
5.768320995793772,2.793804588023404,"[2.6937354957456456, 2.0321912486320124, 1.6438137467818286, 1.5572336063721615, 0.6595250688140826, 0.2965418873880393, 0.27956687540203456, -0.31391212787819045, -0.3461403323752946, -0.4299701320396322, -1.680797340423727]",11,1.0
2.4849066497880004,1.7680587822623204,"[1.694594067784036, 1.4406598943149642, 1.0404733686561443, 1.027223754102884, 0.30701486301267683, 0.03457366741578072, -0.28786858946520805, -1.0950048491326088, -1.1173675583525213, -1.2519602320112202, -1.3932298668309897]",11,1.0
5.123963979403259,1.6687023833578796,"[1.5975498223876479, 1.5559037598190246, 1.445648237742777, 1.3483045766460273, 0.9198004438985952, 0.7639998501082087, 0.5240421243591524, 0.28622722467536654, 0.1666047097079083, -0.1604572464717961, -0.7887236067236356]",11,1.0
3.2188758248682006,1.664458353256214,"[1.5934035024154625, 1.5275392243650996, 0.9418084483597211, 0.9314819831135956, 0.7116431506800402, 0.49321427670994716, 0.0003717084748123267, -0.10570672887951721, -0.19114082907886226, -0.25715225812483317, -0.5245623611087529]",11,1.0
3.2188758248682006,3.0998597621755652,"[2.990936713705067, 2.4746209749098806, 1.572288863594328, 1.2909631074832157, 0.8353429945970584, 0.617242918518959, 0.24135297613431111, 0.05103683607608689, -0.10310926867332365, -0.44290517011888547, -1.6365852971492743]",11,1.0
5.389071729816501,2.5370501316754472,"[2.4440988610952874, 1.2418197569184817, 0.12825290096983116, 0.11607523530006586, 0.08881136451483618, -0.19866853917058486, -0.3061932944303046, -0.8608838000159549, -0.897797368777663, -1.0891159254559446, -1.1701545320408353]",11,1.0
2.1972245773362196,1.5261281750097258,"[1.45821081452414, 0.7591717724256367, 0.7271015058561898, 0.3840080677681817, 0.32557211631064886, -0.17476607477800593, -0.56823530580309, -0.7022840051351011, -0.9731135368493098, -1.9958823009842148, -2.4157176518826113]",11,1.0
6.654152520183219,0.5037879673365877,"[0.456215190925051, -0.10793903703851737, -0.11075422229923959, -0.11915133522493349, -0.3596731409318557, -0.41550025925149975, -0.4429304902047529, -0.7815006448509259, -0.8047440784000928, -0.988993733803172]",10,1.0
7.4999765409521215,0.3820969522533408,"[0.3366121301594621, -0.21097322981776517, -0.23798793384074782, -0.4478863933258951, -0.585464194047465, -0.5876719176894172, -0.6294649668101611, -0.7119153104089537, -0.8688906711973452, -0.8919725515338198]",10,1.0
8.155362120328135,0.27921206480467964,"[0.23543715891973022, -0.003591571051294651, -0.09381900920580472, -0.11270646178552846, -0.16489378667026022, -0.30852448802680277, -0.5973413300821948, -0.7113001519881801, -0.7883044008660778, -0.7997372419740122]",10,1.0
1.791759469228055,0.18382302383039228,"[0.14158818848373722, 0.07948836755362376, 0.027249345061758357, -0.08672381723841871, -0.19493010055613613, -0.2908765121518112, -0.37334178169777504, -0.46826125606861957, -0.490848884851935, -0.6771747621331872]",10,1.0
4.795790545596741,0.47374812912072534,"[0.42669737152009635, 0.2173859965390743, -0.060768755206770775, -0.09434281322595295, -0.11602689395074695, -0.21589690386809268, -0.29809061167798995, -0.5936213955111445, -0.6309373576437358, -0.802431613914404]",10,1.0
5.323009979138408,-0.12716870842941647,"[-0.16468389227149194, -0.2795022359115954, -0.3758136301718058, -0.42260926200388504, -0.4507210769530573, -0.45435315207094157, -0.4963178236497657, -0.5376742338884015, -0.7004932744822926, -0.9222438727304334]",10,1.0
5.337538079701318,-0.07669835562934735,"[-0.11494824825160621, -0.36892987926761156, -0.40622348719086554, -0.4348084615702559, -0.45453458931966617, -0.5189601379678008, -0.5286966642082235, -0.5628124911187132, -0.6878337693622347, -0.9981474487903068]",10,1.0
7.480992162869525,0.2951287521616793,"[0.25109263046652147, 0.0617127868319125, -0.0779511976571286, -0.2050928247870732, -0.33023719315482314, -0.3406718424696802, -0.4346655534930762, -0.5441878652028799, -0.5513010246994117, -0.7089659991123165]",10,1.0
9.481255893085342,0.18951953033815552,"[0.1471939456609322, 0.05283655697147965, 0.005757874758642256, -0.1342503181246374, -0.22364337782861873, -0.4586838774046968, -0.4913693597638694, -0.5903665919001131, -0.7647711083331028, -0.914992483394934]",10,1.0
3.4965075614664802,0.15524497193342587,"[0.11346306488770586, 0.10074951578998037, 0.020568001225233445, -0.10947656069978978, -0.32582327106635195, -0.5708934951342777, -0.5913694142216163, -0.6450975690411791, -1.0453990741976695, -1.2040869968172547]",10,1.0
4.31748811353631,0.15128075038031724,"[0.10956136344753692, -0.08186191287104222, -0.31589378056825157, -0.3228145325647139, -0.37100165549675584, -0.4470870881595465, -0.4586794595413939, -0.46820563761614586, -0.5396823555482165, -1.0338708889416042]",10,1.0
6.538139823767669,0.46872051197110526,"[0.4217566993250903, -0.19263323714041977, -0.3472339523354414, -0.3858682742925804, -0.49569924444737307, -0.5611482094789859, -0.6580947460429492, -0.682489902164227, -0.7746297751704426, -1.06734569573723]",10,1.0
7.462789157412447,0.3022982009243417,"[0.2581440220047955, -0.06432541300601918, -0.17984460814109124, -0.19247919668065827, -0.40217070522723314, -0.4207322215098871, -0.5026862598630593, -0.5311409372137449, -0.5536351347617949, -0.5875209895014312]",10,1.0
5.926926025970411,0.3662090098529309,"[0.3209915514169936, 0.0625351465565201, -0.06399244762893791, -0.13748434866103976, -0.3130266789779339, -0.5837571589775941, -0.5862341510088702, -0.6067715947772101, -0.6266802431639428, -0.9709036252621714]",10,1.0
4.219507705176107,0.01155340122996995,"[-0.028010213317353705, -0.0981182353334708, -0.30416385288333636, -0.3415449635191362, -0.3453603442291388, -0.37741141738378475, -0.4304833280567979, -0.43166012213201826, -0.6218511870125242, -0.9720373261317753]",10,1.0
5.25227342804663,0.34684770876133003,"[0.3019544288553322, 0.11052771186556176, 0.008262090674684253, -0.06338643260427795, -0.12571357996550703, -0.21109183864134717, -0.27629118181774637, -0.28453429279682185, -0.3914462623547909, -1.1005102416392138]",10,1.0
3.5553480614894135,-0.10203731245122732,"[-0.13991683296963237, -0.16049639851071945, -0.27528075854292666, -0.36692767238378665, -0.3774590524034544, -0.43803496454078616, -0.5399460739129878, -0.7334309935931097, -0.851652362624577, -1.3583131099212038]",10,1.0
3.4011973816621555,0.3974531991572917,"[0.351708811133669, 0.3334387967108527, 0.022115784836464536, -0.1467242432296587, -0.21983426297388636, -0.4573818324638006, -0.5124567824107605, -0.6294941577400875, -0.6891510747973102, -0.8983970163400159]",10,1.0
7.171656822768514,0.10911838683166175,"[0.06805930442779334, -0.08771790277466868, -0.11055479420613884, -0.13473102968526313, -0.22350322889523042, -0.275625529461104, -0.6181406271393608, -0.7109618612114166, -0.8103244595080354, -1.0315340832943831]",10,1.0
0.0,0.016890173387672236,"[-0.022754071061509173, -0.14918777893740098, -0.17944285850521038, -0.1848442686038779, -0.24208555986826677, -0.2903997646267178, -0.3062987198063758, -0.31797978198246957, -0.680840525714717, -0.7977436080708089]",10,1.0
6.342121418721152,0.007178412974152115,"[-0.03231920368246305, -0.11066363201301493, -0.22787486639717375, -0.5006989164167964, -0.5218456487169063, -0.5340130451828952, -0.5950017931527928, -0.838548013355441, -0.8933743197551229, -0.9188917641492396]",10,1.0
7.382124365737512,-0.1007731992828298,"[-0.13867112492383477, -0.14836846567591433, -0.1865260344870862, -0.31491396085438783, -0.34942631340307534, -0.36112379740151224, -0.38665021799593546, -0.48776161455531325, -0.5266527648004482, -0.6509610703117056]",10,1.0
6.29156913955832,0.263383727228663,"[0.2198673845681074, 0.185634891949922, -0.07826418520656059, -0.1674356690668427, -0.18428033788433873, -0.24339323720219025, -0.40990789364079033, -0.7185696183560505]",8,1.0
5.602118820879701,0.6646221315844961,"[0.6141808361035148, 0.5248392748541254, 0.48010251741606225, -0.0451708985237886, -0.1485045891014862, -0.4353221688193632, -0.8098570210107217, -1.2386661395555112]",8,1.0
5.19295685089021,0.39809423954742834,"[0.352338991472695, 0.2855433001299835, 0.08516436151038595, 0.02787428864544092, -0.001933562516086007, -0.2755458721582743, -0.30914941173589267, -0.6046335492586191]",8,1.0
6.551080335043405,0.900716003126274,"[0.8458392154229413, 0.5179045606578906, 0.4346916387253117, 0.3832970951914384, 0.30470356015628497, -0.39950607684661865, -0.6065750041808864, -0.8404488144944493]",8,1.0
6.731018100482083,0.24566792335831922,"[0.20243955457452933, 0.1697425910918247, -0.0027107591584060453, -0.2959573154183297, -0.4229081187612697, -0.798602709951706, -0.9145677136533019, -1.0404497611118868]",8,1.0
2.302585092994046,0.6661202071340517,"[0.6156516099150768, 0.3432327827288114, 0.26298539663210485, 0.17789114005083057, 0.12515570171822404, 0.06408886996346541, -0.32108664121089947, -1.1436576390968587]",8,1.0
2.6390573296152584,0.7659528202843007,"[0.7136405632434266, 0.21442896455013005, 0.0014506493775898188, -0.16902306697213143, -0.1947126003803485, -0.4123631692220829, -0.6733619265160454, -0.8596810556584281]",8,1.0
5.877735781779639,0.29447030596763646,"[0.25044501437463884, 0.20116004347290048, -0.1699944696800636, -0.19654126453328746, -0.27085114719066933, -0.49455840415874086, -0.5244546567051054, -1.2451367376268032]",8,1.0
3.9512437185814275,1.2522132831192385,"[1.190238011214963, 0.7396814276174952, 0.1531695341476545, -0.30824980380757083, -0.6954637587379163, -0.9068659155971971, -0.9682043654551911, -1.314940355742357]",8,1.0
6.196444127794521,0.6074291501746992,"[0.5580221210155623, 0.3291942505224068, 0.19944847869145907, 0.16254471875456225, 0.07674639168863664, -0.00951897696693868, -0.026093193057686467, -0.6611179169862476]",8,1.0
6.107022887742254,0.4288508210440298,"[0.38257220235322653, 0.32469381206330983, 0.22752088167732268, 0.07652686833947128, -0.2427944605802254, -0.2946557796879101, -0.41823809518559174, -1.274994611972381]",8,1.0
6.107022887742254,0.4626699784189818,"[0.41581063980142785, 0.32567009300677563, -0.1866838857176188, -0.20525076718410595, -0.3680109953887307, -0.667881326735885, -1.0048664705097066, -1.184308589482374]",8,1.0
6.107022887742254,1.2771466744694977,"[1.2146453907645522, 0.9757762519508208, 0.9251768635465107, 0.09703350257320129, -0.2440597784160094, -0.34621705685792337, -0.49989593519227693, -0.6728588320677584]",8,1.0
4.543294782270004,0.49593348405190946,"[0.44849761713427133, 0.4229678188945138, 0.21349691386661185, -0.0026844276860664706, -0.24748765876122605, -0.6154206398189381, -0.7420117833952051, -0.8792337674602204]",8,1.0
5.2094861528414205,0.04138912496769864,"[0.001373002692172498, -0.11324761347051122, -0.23238846531863408, -0.44872672640535505, -0.5836330616232344, -0.8527807090344872, -1.15842581600421, -1.1814712551218451]",8,1.0
4.820281565605037,0.3208704458058097,"[0.27640929846096507, -0.07751126302896247, -0.22136473302002738, -0.27443246850486136, -0.4067458574561177, -0.49208352430752866, -0.5932916809440935, -0.6467107157202878]",8,1.0
5.82600010738045,0.8552986239727633,"[0.8012958507416108, 0.6842539228484446, 0.39768946673679223, 0.3666939842575854, 0.34997066450509995, -0.11783239443233108, -0.49776737555357753, -0.5944929802660786]",8,1.0
7.374629015218945,0.5621039954889536,"[0.5135054742333607, 0.1441828704092157, -0.3353660267622297, -0.3751432701738147, -0.4501311607074808, -0.6294597071617363, -0.6885523483598405, -1.0284424205741225]",8,1.0
4.110873864173311,1.429194011088574,"[1.3634205683693947, 1.1184041015871031, 0.6221598070591389, 0.5992733791690003, -0.23990605063406412, -0.39294027377419305, -0.55938837204451, -0.6704805773766831]",8,1.0
6.906754778648553,0.7057021577109598,"[0.6545082985946372, 0.430008913478811, 0.2597463179842706, 0.17593893860485116, -0.027622891742602074, -0.15689378961034928, -0.41754252546945475, -0.9616554793553983]",8,1.0
4.219507705176107,1.153859930165384,"[1.0939305430042041, 0.850095761876558, 0.23656217341790603, -0.4016087214659832, -0.5065942959820028, -0.5280518810548334, -0.5428258980237884, -0.6126701391915211]",8,1.0
9.481255893085342,0.7771725141762409,"[0.7246500700005598, 0.70816595925233, 0.4382047393852011, 0.1538503377017187, 0.11160836543261216, 0.05673302315123621, -0.9184200258864585, -1.8297676583009734]",8,1.0
2.4849066497880004,1.179247982058776,"[1.1187949256349703, 0.3994589801316478, 0.14201052911425968, 0.10672471973834449, -0.1489651448702009, -0.3383108012175273, -0.46292822274551726, -1.1158733415491124]",8,1.0
6.3818160174060985,0.34607132517069206,"[0.3011910072930325, 0.29709812330826263, 0.27411552941665607, 0.05843688494195837, -0.3493163005812375, -0.35888353212885593, -0.9658034440875183, -1.24963682210942]",8,1.0
1.791759469228055,0.8402306499683754,"[0.7865156613440025, 0.3942372123718186, 0.13039735969616578, -0.05953788887509033, -0.27315752606565824, -0.3418431850272473, -0.4253574831978253, -0.7951579731928655]",8,1.0
11.708066746816984,0.38286484673966614,"[0.3373670718052907, 0.1490758247897553, 0.05166327363245657, 0.0202449611336262, -0.07986502022980378, -0.1483767063405023, -0.2825129168697629, -1.0255194738017603]",8,1.0
6.601230118728877,0.8670148919200721,"[0.812787596497183, 0.6125295777940367, 0.31381810831278806, 0.12685155644701857, -0.263075363568823, -0.40896319137008463, -0.5443893000200093, -0.6439668500709587]",8,1.0
7.691200097522863,0.9741315262564683,"[0.9178210203444978, 0.7323764038128288, 0.34620584013183753, 0.07478427758376302, 0.05793158484401942, -0.40496547998890897, -0.9589619379826632, -0.9888586008848437]",8,1.0
6.257667587882639,0.4792065074087313,"[0.43206121826972815, -0.11831137855948602, -0.18359998025808774, -0.4883811478671904, -0.5372949306285371, -0.6038774262173401, -0.63637721604122, -0.6659244859070168]",8,1.0
6.541029999189903,0.4601410228308055,"[0.41332529944796004, 0.3883130320626843, 0.22860735842685115, -0.7048579310621494, -0.7105519504323815, -0.7649164574487466, -0.8083807905476228, -1.6347698154631003]",8,1.0
7.668093709082406,0.9068823542546663,"[0.851886138678208, 0.09435120555206414, -0.17440578823057012, -0.30961722973295547, -0.49980556864304704, -0.6101301782030593, -0.6230100377657503, -1.5553573450718507]",8,1.0
4.624972813284271,1.0749686654507487,"[1.0166468319235213, 0.7728658528181727, 0.21313455687923655, 0.12179826474845923, -0.04715544799672379, -0.42329510534340337, -0.8810335132301255, -2.2221888789373496]",8,1.0
7.137278437260386,0.5333674626012491,"[0.48527643846275803, 0.38890377507901797, 0.10861736316798606, -0.10489181745633824, -0.22767567140289735, -0.28301773171020145, -0.3397191615131817, -0.6823573447176474]",8,1.0
10.693511775638694,0.5212892916835525,"[0.47341039009113983, 0.44293355358822706, 0.18155846851680132, -0.028542544762911487, -0.16680381785827822, -0.3283414766823607, -1.0067248330105747, -1.510758168069859]",8,1.0
6.467698726104353,0.6833682228399189,"[0.6325845131359967, 0.3887138348503846, -0.0890959714592777, -0.1928203057459525, -0.3844807306890262, -0.4310514764597962, -0.6090532391985379, -1.5049045618806667]",8,1.0
6.329720905522696,0.9942066637926231,"[0.9374996173144764, 0.5416844729525906, -0.05955307091616084, -0.16631894902406122, -0.20879705848628258, -0.6535131984509824, -0.7584212469379754, -1.0108679288803077]",8,1.0
7.5379626597682075,1.3019482352788687,"[1.2389207661932793, 0.5543377764955335, -0.011606241001182044, -0.0616564795835078, -0.39499011191093314, -0.7865808366946124, -0.84015524932655, -1.0555256469090415]",8,1.0
7.983098940710892,0.8006266933246659,"[0.7476629144280071, 0.2737181932753893, 0.25671473252173893, 0.18378665475372447, 0.08480977353286676, -0.6608354848774296, -0.8018222700097308, -0.9671057021981266]",8,1.0
6.926577033222725,0.8109751358660265,"[0.7578157929159341, 0.556131214134014, 0.17446410125138195, -0.1266910357893703, -0.14609485036199063, -0.39584143574433556, -0.9437699288914108, -1.039525614002228]",8,1.0
7.299121462710799,1.0257266675894554,"[0.9683931160173974, 0.27537240281803477, -0.03731953125149334, -0.10797102740265846, -0.26894710188291837, -0.27537684348904556, -0.30711027993007955, -0.3552925403588776]",8,1.0
5.627621113690637,0.9678213142713425,"[0.9116350539335873, 0.4058691707131014, 0.3072423980138243, -0.12157115022415732, -0.4121323974960253, -0.9005069255734868, -0.9453417582592722, -0.9863471154633281]",8,1.0
4.859812404361672,0.6323254407746621,"[0.5824701203191281, 0.3920335002007481, 0.344638472329589, 0.2858756653939978, 0.02207185366197617, -0.12070020673759974, -0.7657312693354664, -0.8414570370983551]",8,1.0
2.1972245773362196,0.8924690663210095,"[0.8377517177456938, 0.5359314969893438, 0.25073650504558176, 0.1751523626124444, 0.11718016760073563, -0.05879524844719143, -0.9551008288990508, -1.8319760398274822]",8,1.0
4.30406509320417,1.173634887614228,"[1.1132978761273633, 0.8626592938825104, 0.24592569664559336, 0.11914465802767218, -0.11519842906276535, -0.22585879423926258, -0.6152660635838976, -0.75201069498165]",8,1.0
3.4011973816621555,0.8818554122895728,"[0.8273427791798182, 0.31308841386914615, 0.03801980710279551, -0.054920674991893154, -0.2639208405735654, -0.381325742903961, -0.566259519995859, -0.6278735862866474]",8,1.0
5.25227342804663,0.37075888660358514,"[0.32546498605512464, -0.015636449829609503, -0.09480638753416926, -0.3223696509391572, -0.3255652469202215, -0.774706694589929, -0.8348797795329643, -0.8701119470861027]",8,1.0
7.15851399732932,0.8847186215412973,"[0.8301508162195227, 0.061542824911903826, 0.044014339028938115, 0.02734185804964845, -0.4743029670569487, -0.48424933795821906, -0.5809210580046346, -0.659609560862074]",8,1.0
5.003946305945459,0.6165667702662682,"[0.5669955512470979, 0.40182031108127586, 0.27221596988862024, -0.06752196761859233, -0.37333625650919966, -0.8094798974607302, -0.9635854493560225, -1.0705996414574273]",8,1.0
3.871201010907891,1.2000207176463975,"[1.1391368935039754, 0.9055591938715427, 0.5655723260966579, -0.03021264783463938, -0.4124974225538072, -0.7234761805996754, -0.8459539414021228, -1.2767850334945345]",8,1.0
4.6443908991413725,0.7549630966320044,"[0.7028561333723397, 0.48323354642662686, 0.3480847748386906, 0.20566970992725636, -0.20356598033160184, -0.5536871989929579, -0.593246822611051, -1.36917785823011]",8,1.0
8.289539484624141,0.4216043377498846,"[0.375449437473038, 0.36175246710189074, -0.026127283410371238, -0.3247145360899652, -0.5254293578301747, -0.5308289798930805, -1.2486242822970957, -1.4978171016019848]",8,1.0
7.313015299394591,1.3673071861817532,"[1.3028789568254027, -0.022575753405731785, -0.07981247544345721, -0.11413777263212498, -0.14898045534474497, -0.5643636846754887, -0.5961915087255807, -0.634406723882999]",8,1.0
6.473890696352274,0.7425334782274844,"[0.6906580088470626, 0.12574270398630968, 0.07875508116549776, -0.04061888156200205, -0.2343088028552112, -0.34397845319394715, -0.5082785713257438, -0.7754326656987837]",8,1.0
3.2188758248682006,0.6170650921841438,"[0.5674849075233526, 0.002227343357724676, -0.16174290289718282, -0.4398207954127774, -0.581253931658375, -0.6678261779933935, -0.7242659983708648, -1.196511399275225]",8,1.0
5.4638318050256105,0.7583957262363363,"[0.7062247018529111, 0.5982002044793057, 0.5358030285288986, 0.3876739050776161, -0.2698304826050747, -0.29833297982308504, -0.6710903321869454, -0.9408468683701955]",8,1.0
9.487024917706549,0.9930219040989743,"[0.936338313584597, 0.5681762173296453, 0.3336934388174058, 0.2603831233669567, 0.04116645873720595, -0.21771060899070693, -0.29262865182750303, -0.47297883729110424]",8,1.0
5.902633333401366,0.4728229136595822,"[0.4257881653464225, 0.20754687952294076, 0.1993817473651499, -0.04511989468396023, -0.13916552661748718, -0.20045816494478436, -0.4805169943306531, -1.041849085870898]",8,1.0
11.533588212453042,0.24094895454578225,"[0.19779704024999992, 0.09825315962463677, -0.07230222844808613, -0.21877065542852037, -0.4686314136032087, -0.5124870009223603, -0.5178205810244663, -1.1576733538966]",8,1.0
2.1972245773362196,0.6928867626041983,"[0.6419285430829491, 0.03494581664513913, -0.2403277789793662, -0.31936706647003843, -0.584592458688776, -0.7585573463534299, -0.7896025887611453, -1.2496189214817255]",8,1.0
6.131226489483141,-0.15086699555054117,"[-0.18804135395145738, -0.18987144664430844, -0.27075279448544964, -0.296747290901378, -0.4437463998335576, -0.5128091293072544, -0.7684589877644199]",7,1.0
6.326149473155099,0.2914092643886929,"[0.24743429345456935, -0.23440789235815965, -0.30780735853878133, -0.3681278734655018, -0.5624553043061615, -0.6102351456370659, -0.9571012763919697]",7,1.0
4.700480365792417,0.2085414099993853,"[0.1659116697682867, -0.0439957935355344, -0.1992114566568593, -0.4876487086787194, -0.5746965599392873, -0.7014515261513987, -0.7155053851003719]",7,1.0
5.049856007249537,0.28318816560346555,"[0.23934811981061704, 0.15629239665559042, 0.14127870571610274, -0.02039054909404847, -0.34770251432392657, -0.6020575148987075, -0.6265114985050699]",7,1.0
6.677083461247136,0.2925243346696649,"[0.2485310382181845, 0.09120447325677533, -0.22761649384873553, -0.2416141018036069, -0.6543787113783587, -0.8134963618979321, -1.0744803636026272]",7,1.0
5.501258210544727,0.17523236094600794,"[0.13313408760249007, -0.11402740900625319, -0.5405815183049137, -0.620544340606974, -0.6950530223462039, -0.8422833048092242, -0.9860434215120024]",7,1.0
