sellerfeedbackscore,increment_residual,residual,bidcount,ispolice
4.31748811353631,-0.12267020291406622,"[-0.16024853603958267, -0.2569177012682158, -0.4160667584055852, -0.48308383437081004, -0.6609849523155786, -0.7186617976602294, -0.7921799974006267, -0.7950677592462836, -0.9752996065358152, -1.0267757378333164]",10,1.0
6.538139823767669,0.2902032187639589,"[0.2462487968233103, -0.09111707443272843, -0.3173649462059792, -0.354849598786501, -0.35957738362657443, -0.3651659909030114, -0.3699530470502826, -0.5484938854269188, -0.616054886665137, -0.9699772800656739]",10,1.0
7.462789157412447,0.4219767868142584,"[0.37581604060682305, 0.1687655344156216, 0.0554499575011545, -0.2580978340656307, -0.45784338550604237, -0.5910152927899246, -0.7628563362228062, -0.8249195934214375, -1.0993786377355317, -1.2430628761953866]",10,1.0
5.926926025970411,0.8379654360844857,"[0.7842936738150621, 0.4256993490003274, 0.2539884680298203, -0.25813559927066376, -0.2598115135091972, -0.2929910786742843, -0.3955762963703717, -0.6922184393625602, -0.7095508461946078, -1.0632611947045787]",10,1.0
4.219507705176107,0.71086584789864,"[0.6595769796989901, 0.5306983461619523, 0.319571740241897, -0.014205582555941343, -0.3251434516702454, -0.36437735322324416, -0.3928423395533845, -0.5282250721071327, -0.553459640931387, -0.5824316423058092]",10,1.0
5.25227342804663,0.31544437714567886,"[0.2710737718116376, 0.2605116885749653, 0.04565716532721337, -0.04282411915779227, -0.235540033863508, -0.32446757471747134, -0.5173890895477885, -0.5229390771924035, -0.5234379448956707, -0.7220692499099641]",10,1.0
3.5553480614894135,0.030083686900798268,"[-0.00975911508625299, -0.02686210156732871, -0.05551384835000056, -0.1356974996990431, -0.25208381714603406, -0.32606352485288814, -0.4491601500538881, -0.4760415078974913, -0.5485245056259237, -1.0870799590620275]",10,1.0
3.4011973816621555,0.4160048894376002,"[0.36994593149887733, -0.02065943038878376, -0.07107267463955413, -0.11184635538080595, -0.37024168994447987, -0.5109451150367676, -0.5821243274056119, -0.7758331016636761, -0.7841550064739398, -0.8927597157831757]",10,1.0
7.171656822768514,0.6576848778294141,"[0.6073700805472336, 0.09508754103396122, 0.029926122553155632, 0.004155400434563139, -0.198082891032904, -0.4748508572548658, -0.5519768904380835, -0.5841550723130007, -0.620857714761232, -0.6775419293250144]",10,1.0
0.0,0.3749254731740499,"[0.32956206553795275, 0.1377369628678976, 0.029405833075688337, -0.00128941842064062, -0.13765410397521816, -0.16995621287181734, -0.18631896718609295, -0.31439112230585786, -0.346530569031526, -0.5376081678014266]",10,1.0
6.342121418721152,0.19741307993676735,"[0.15496241772092773, -0.12917437120283526, -0.22475012160748145, -0.2530595490643928, -0.2715426122163359, -0.6034359560008673, -0.809535778623359, -0.809745347253434, -1.0107001248733405, -1.1195240605962293]",10,1.0
7.382124365737512,0.1720504131587173,"[0.13000361899557267, -0.11658375837775797, -0.19743853541118273, -0.2637421911106358, -0.4469319473071492, -0.5516935295666603, -0.6799410799170358, -0.6856048840339226, -0.835126767073324, -1.0607836353235862]",10,1.0
6.214608098422191,2.341855061745786,"[2.2541141813708054, 1.200429522836307, 1.1040498321930916, 0.9473579394525635, 0.5703750806203918, 0.33505209949595843, 0.3180287700762251, 0.06914695019218142, -0.3202214764873558, -0.4878198430240552, -0.8516642428025922]",11,1.0
5.337538079701318,2.937297525459646,"[2.833125450435403, 2.612526940761229, 2.5569742505416677, 1.503126198471901, 1.1870626330280871, 0.9080163618529649, 0.6962122634184367, 0.501101505576445, 0.4107108344984359, -0.1726103690957259, -0.3130313253278231]",11,1.0
6.591673732008658,2.277760984295694,"[2.1916922917319708, 2.0728437869351373, 1.8715665423511179, 1.269131803318957, 1.2134439152062013, 1.2061021032698194, 0.19124170767897655, -0.4564287864914639, -0.6154458679689324, -0.6599768784079858, -0.8744901974828503]",11,1.0
3.9318256327243257,1.3239406170324362,"[1.2604439209944422, 1.0079907050343042, 0.9585469927873702, 0.7138746661368238, 0.39349214309355124, 0.3157188794347607, 0.09171289846027691, 0.09036947378780569, -0.47860749836282274, -0.6951226804876338, -2.5091133943697463]",11,1.0
8.155362120328135,4.001169776410993,"[3.8643579737783864, 2.7252123017466765, 2.295705373464622, 1.6552545075028966, 0.6750199614620584, 0.007489370390703798, -0.1742432353881293, -0.19153527710142076, -0.26980540934197633, -0.7527877013536521, -1.5153153068668552]",11,1.0
8.155362120328135,2.2523210726987855,"[2.1669107380990673, 1.7394984843283985, 1.3360824694975553, 0.981493506343571, 0.8417449611145376, 0.7619546886428402, 0.5567231125277696, 0.5041786585039219, 0.4894177298666678, -1.5090645631055586, -2.077892226630126]",11,1.0
6.606935861605327,2.014095693910245,"[1.934701530930895, 1.0322848806253129, 1.0074759600249958, 1.0066429840949982, 0.7219069282306165, 0.49220976624227675, 0.4276205556924779, 0.09954710208866513, -1.0093154727692197, -1.0325900415345286, -1.0729986695837117]",11,1.0
6.606935861605327,2.4601092513269216,"[2.3692327640033044, 1.8574176951843668, 0.5772888017895026, 0.43926157055381543, 0.040923924765393194, -0.27499366793210633, -0.45207941813573904, -0.4813846286556145, -0.8217923040909942, -0.968375896938533, -1.6868400723326566]",11,1.0
5.438079308923196,2.8179205403350687,"[2.7171680594647363, 2.6596731472377595, 0.44182230439930203, 0.4416884961744579, 0.1787021379467758, -0.6757374892724226, -0.8872809409243263, -0.9407097827904116, -1.6159533546352831, -1.7090806087142436, -2.378690560431137]",11,1.0
6.163314804034641,2.0827841273983982,"[2.001682989643872, 1.6268715893598502, 0.33478095166856076, 0.274533368688076, 0.017879077073033267, -0.015439105875147074, -0.4793046340525569, -0.5493280284624242, -0.6680075813736301, -0.855817177968055, -2.0570496029521292]",11,1.0
6.5250296578434615,1.8640605372179173,"[1.7883165057480228, 1.432805358859198, 1.342987820117738, 1.2415320733167081, 1.2268297240476875, 1.0290455745806526, 0.6893972283768041, 0.2862835649021672, -0.34071834206498774, -1.194416007847421, -1.3740504008255534]",11,1.0
4.110873864173311,1.8488649888589226,"[1.7734846348374935, 1.521528974097469, 1.328086111661498, 1.2679028433354338, 0.9362490738073875, 0.8802387987080578, 0.7954733913506267, 0.41641591294676666, -0.39213149598818997, -0.6281744863810261, -1.8925278392383087]",11,1.0
7.039660349862076,1.854247176784308,"[1.7787381364928652, 1.6856880043353262, 1.3101226744742438, 1.2941301014108595, 1.039626274647948, 0.7746338721704271, 0.6179450258030535, 0.5452868239246564, 0.4778222857443082, 0.4765488226360435, -0.9172671073325114]",11,1.0
4.7535901911063645,2.4562355068045028,"[2.3654627640495742, 1.9933720094402527, 1.7322979731944756, 1.114991209661048, 0.6742407924592033, 0.23753241458461544, 0.06657832750375459, -0.03383920137845403, -0.2635310192591923, -0.4397701868354872, -1.2240326680174065]",11,1.0
9.487024917706549,3.1035817870865383,"[2.9945491154035517, 1.9765975412988102, 1.2503678600425172, 1.0059777597007482, 0.5728695755650148, 0.48241263839526477, 0.40508847696185385, 0.17669666286143562, -0.11409438637149144, -0.48466845354529176, -1.721758375051621]",11,1.0
4.624972813284271,2.13439816034314,"[2.051999571819953, 1.9005061647296937, 1.2396942455552695, 1.0780579405033484, 1.0772494884004522, 0.8467847967989821, 0.2834100666598193, 0.1053559448885078, -0.27147749238437396, -0.3750047657386055, -1.787743822087621]",11,1.0
5.902633333401366,2.3943918843462146,"[2.3052659849187993, 1.990284416141242, 1.465003248427376, 1.4310491141487236, 1.241187247464435, 1.0800385358068083, 0.7817798195630338, 0.1198450164424612, 0.0751571976120422, -0.9022888017870923, -1.065582752721663]",11,1.0
7.983098940710892,2.765428623860642,"[2.666160564021694, 2.0552425386346886, 1.07926314295034, 0.6338037939200625, 0.5214061959537752, 0.2789335503013456, 0.2640795573967376, 0.257617635997586, 0.24039216673489272, -0.3343153792632984, -1.3294274047690329]",11,1.0
8.140315540159985,1.1600819234483721,"[1.1000243663857128, 0.777944278141104, 0.2346118720374102, 0.10708198751519515, 0.04970327645933026, -0.08185401154125488, -0.1602885045107167, -0.3026628313806233, -0.4245702015605343, -1.1369352184585026, -2.04663802546326]",11,1.0
4.859812404361672,2.5738087760938786,"[2.479856516395166, 1.7026057416940117, 1.494612576271169, 1.2714445525851947, 0.9117496995521621, 0.7437512026354351, 0.6837777223882056, 0.42088078540512136, 0.3759621949171251, -0.5080049676021412, -0.6954228423564667]",11,1.0
5.017279836814924,1.739352160011496,"[1.6665600776364071, 1.4575622866171378, 1.3504521157396145, 1.1163963777817312, 1.0426858261430634, 0.905828270995785, 0.8842585348522258, -0.07046226870278294, -0.4121606077771435, -0.6162122342566155, -0.9936169830334617]",11,1.0
1.3862943611198906,2.5739571114558646,"[2.4800008004325518, 1.0549308978460297, 0.9711101545497866, 0.8988315277071671, 0.8979331047689085, 0.32665150289097494, -0.1464312511550213, -0.17206387558958436, -0.699827074784948, -0.9482009365019659, -1.3307486582851624]",11,1.0
5.8916442118257715,2.4250849734346307,"[2.335143962216764, 1.566961043151244, 1.0726903809903308, 0.7739496346525957, 0.5030481078734553, 0.14313495379705563, 0.04333292101469233, -0.0946651781070188, -0.32592301771794874, -1.1464256271076088, -1.9271505706207326]",11,1.0
6.974478911025045,4.16613893934411,"[4.024046777390723, 1.6030215101912888, 1.3303801212661102, 0.9579886400040194, 0.5389431032170445, 0.29165847879139445, -0.05755163415049064, -0.23582901753784985, -0.7311300227451782, -1.4428743937842685, -1.942194522479938]",11,1.0
5.993961427306569,2.9337415723011797,"[2.8296722207584226, 2.2427555901747582, 1.1394270173581669, 1.0915894378537188, 1.0606586803458113, 0.9061182688935876, 0.8753730348176623, 0.04962298468416543, -0.2534122369366378, -1.045430977471467, -1.2003779753811783]",11,1.0
5.003946305945459,1.8310845630925348,"[1.7561283466190218, 1.0098005773097656, 0.8842343743780509, 0.7054941786938893, 0.6188874553342456, 0.3990942706481593, -0.009611743366080339, -0.16200829002167494, -0.16306489195657137, -0.8295287540610626, -0.9772917940528775]",11,1.0
5.768320995793772,2.3230392456480367,"[2.2357912624589487, 1.726282380905487, 1.7203536035384777, 1.0226587930859268, 0.9580991858363818, 0.3873266759506038, 0.36747389149441056, 0.06065135010970818, 0.019574169534048003, -0.043952243878072395, -0.15202399512814857]",11,1.0
2.4849066497880004,2.5377431044884133,"[2.4447728954853605, 1.6236426158291821, 1.5970908174726992, 0.8688143264489776, 0.8246410821108866, 0.8134544458608453, 0.3860084928211195, 0.0020323214594170635, -0.1890626824837261, -0.4445445795706961, -1.344291689306946]",11,1.0
5.123963979403259,2.8808557655496756,"[2.7783079631682925, 2.20016493922281, 2.0785727059726034, 1.3341545036995184, 1.3097150847901413, 0.8734983805326859, 0.5323499675703394, 0.3442043643187921, -0.6721535257539385, -0.9029006257134992, -1.2182754659448212]",11,1.0
3.2188758248682006,2.338037894688801,"[2.2503971426163427, 2.1198000954646323, 1.2222598797345343, 1.0249788521977354, 0.9478329692520766, -0.03621849047612652, -0.6381071320853, -0.7749575730074596, -0.9204413350974612, -2.1802660301987897, -2.2393479080744254]",11,1.0
3.2188758248682006,2.1055331423524057,"[2.0238617122792864, 1.4078359995900542, 0.6449030560851824, 0.43849249807624435, 0.4189752011233733, 0.07792680174838618, -0.5179226503737232, -0.6981536965431754, -1.06881043903828, -1.3195857096676855, -2.475943301831836]",11,1.0
5.389071729816501,2.93521091367911,"[2.831099122501283, 1.902259050151393, 0.6526590837604009, 0.2997172142301627, 0.15811419856739106, 0.08219164543593699, -0.04311203532957941, -0.7270634613993192, -0.8300732844185972, -1.1474479162709672, -1.6922947496261502]",11,1.0
2.1972245773362196,2.250326291782382,"[2.1649674509349626, 1.5625995149580474, 1.4361595201118973, 1.3375662712729415, 1.0431553649206085, 0.8415630940024639, 0.5281075722842563, 0.4939168859195765, 0.07400090157878375, -0.21775248267065755, -0.40268409575356207]",11,1.0
6.29156913955832,1.4556196096371075,"[1.3892659574826005, 0.536165548269955, 0.22853254861937755, -0.08372925682674358, -0.2838267460669822, -0.5291801159287953, -0.656945846964301, -1.0116797415329868]",8,1.0
5.602118820879701,0.40740259685254626,"[0.36148996074903295, 0.17398904719519884, 0.10152684276084342, -0.5158161541821902, -0.6883338617317672, -0.7993355654628617, -0.9123675817363511, -0.9660840916007472]",8,1.0
5.19295685089021,0.6836731128281475,"[0.6328840049120502, 0.6223464187691484, 0.429785709022766, 0.27975312412584485, 0.21266606087152104, 0.09085828461557896, -0.6085773283929539, -0.657111830581564]",8,1.0
6.551080335043405,0.3968868115177673,"[0.3511525635038272, 0.32983220392791135, 0.22960158818750362, 0.20813092843813077, 0.16857415306227494, 0.05929190579349261, -0.4063130630377281, -0.6474971674592417]",8,1.0
6.731018100482083,0.4994412269743368,"[0.4519446490107507, 0.134148725525104, 0.01814935562570269, -0.2952386287154693, -0.5191548273294077, -0.6984239205591981, -1.0614465922134646, -1.3466772754584408]",8,1.0
2.302585092994046,1.0839661652696742,"[1.0254624133458317, 0.9413509200184567, 0.2284597531435441, 0.08686708391852593, 0.0766501897542749, -0.056094931137215795, -0.4470482580124698, -0.9561638667155028]",8,1.0
2.6390573296152584,0.6388238271057429,"[0.5888512347321027, 0.02104140340675137, -0.21450684698201722, -0.4217903083015154, -0.5260984722418245, -0.8335783950291363, -1.342772490367122, -1.390471775029164]",8,1.0
5.877735781779639,0.5255153471828955,"[0.47756266589321805, 0.3217802710833959, 0.1737153649031271, -0.014239861634968265, -0.4286968441770536, -0.47872881487816654, -0.562619098367948, -0.6184383135370444]",8,1.0
3.9512437185814275,0.7154386995690752,"[0.6640654412766829, 0.24394858122464563, 0.23897268642594205, -0.08673062232557562, -0.31918845799869144, -0.3744947813695996, -0.7447546402946845, -0.8640944253417033]",8,1.0
6.196444127794521,0.2730011778478848,"[0.2293286413974189, 0.08161876717257113, 0.001022080686439747, -0.04994746388443401, -0.1677280044404877, -0.18205387174346382, -0.3836309926961521, -0.5272151140230749]",8,1.0
6.107022887742254,0.7714515887011496,"[0.7190365019411449, 0.4930696723568083, 0.17867162835422487, 0.07335159554307888, -0.03303136728039836, -0.09039283217144442, -0.22989580927628606, -0.3616751870300882]",8,1.0
6.107022887742254,0.20908446326667618,"[0.16644691696638517, 0.0682653201440688, -0.017569203261964525, -0.085967604961522, -0.12485662565356492, -0.18837533403579848, -0.5424351661504067, -0.9413682354683154]",8,1.0
6.107022887742254,0.8294158368169775,"[0.7759067934634634, 0.679958191215995, 0.5434134017190596, -0.1017005165057818, -0.15767085440146264, -0.179676582624624, -0.538932533848551, -0.7612603339305041]",8,1.0
4.543294782270004,0.4848000911632212,"[0.43755819561353215, 0.4236444878635587, 0.05452162685737144, 0.015018562122008916, -0.1526574693865222, -0.29851068511856715, -0.6748724431952815, -0.7511441178077027]",8,1.0
5.2094861528414205,0.8745698608687243,"[0.8201974701721528, 0.5705011647253774, 0.18036059349318176, -0.09043852020825925, -0.3264663576557965, -0.8840254219017911, -0.966043214875906, -1.050183455808458]",8,1.0
4.820281565605037,0.9662187048402953,"[0.9100639444040808, 0.8303486222700621, 0.3748355716098629, -0.13114786168940498, -0.14959147835788036, -0.44134177734141744, -0.5916952422596882, -0.9627079395908005]",8,1.0
5.82600010738045,0.8479413258593714,"[0.7940792561869554, 0.5500423424371941, 0.18407660656328245, 0.04696677555854631, -0.11152208458135504, -0.15811934499879965, -0.25025639922627574, -0.5616049126952508]",8,1.0
7.374629015218945,0.4736407158109518,"[0.4265922475107378, -0.1075214226145299, -0.21640924843097176, -0.32202684516562874, -0.4979773123984481, -0.5877035589912671, -0.6380960062957048, -0.9278205330681657]",8,1.0
4.110873864173311,0.6843485547272904,"[0.6335470761684124, 0.07890241223606548, 0.07780802121623923, 0.05889354171185385, 0.02725094208946774, -0.2109738004153349, -0.7843832838689586, -0.9958447385281113]",8,1.0
6.906754778648553,0.24779080734907685,"[0.2045288297877803, 0.1439475112430051, -0.3084255907826515, -0.31593733911103616, -0.34174517560332346, -0.4867160538409376, -0.5364214701903924, -0.5615349034952556]",8,1.0
4.219507705176107,0.3267118868576534,"[0.2821545152731505, 0.07601525648326277, 0.03697462732093684, -0.23564871852444227, -0.2566073290813239, -0.4516912812059047, -0.722134131659923, -0.8661338015963336]",8,1.0
9.481255893085342,0.13292321301350798,"[0.09149344706531076, 0.01720489474540418, -0.18908956033618374, -0.23175474508122662, -0.5202894104414011, -0.6244889766036661, -0.6766216890239505, -0.8962742965436694]",8,1.0
2.4849066497880004,0.035150414858728884,"[-0.004769395087505179, -0.08508713038202007, -0.122427174801304, -0.1348546484059949, -0.184188479182722, -0.33204145404325824, -0.4276227439710587, -1.0380939737931854]",8,1.0
6.3818160174060985,0.40139313915610453,"[0.35558251138904723, 0.25540189241084077, -0.04325666495730436, -0.08122568390727439, -0.15559906114614222, -0.21033130224446175, -0.4721541851065539, -0.5312032277079978]",8,1.0
1.791759469228055,1.2922412672055268,"[1.2294199252245603, 0.15196208488084653, 0.07199055608249558, 0.045350404004806194, -0.007352425529846746, -0.5685285123070117, -0.6278160357421416, -0.6565022404963574]",8,1.0
11.708066746816984,0.9260368772267605,"[0.8706685198729966, 0.6402257733085439, 0.4275800744940746, 0.0006359370265459352, -0.4474219822708385, -0.5366789317939888, -0.7364673367583889, -0.9208392895416724]",8,1.0
6.601230118728877,0.3448072889450304,"[0.29994870266253915, 0.28243028709524226, -0.10494364712736338, -0.14320479362564564, -0.3990913608892281, -0.42883143238769245, -0.6882432292265135, -0.7245365132455304]",8,1.0
7.691200097522863,0.9004735726594865,"[0.8456014913930019, 0.8021759543133684, 0.14376799329561957, -0.21517402072561093, -0.5820113869335262, -0.5876724452389666, -0.6351117799312767, -0.7419030465208498]",8,1.0
6.257667587882639,0.7155009446628483,"[0.6641265369713809, 0.6218352507965251, 0.6022128447582, 0.5615486822367663, -0.08085444249049187, -0.4286402689088028, -0.43457457945996025, -0.8321295889610979]",8,1.0
6.541029999189903,0.8248154444392967,"[0.7713938123763223, 0.2528741571862757, -0.03456346395675042, -0.23687546342462917, -0.39301643797669594, -0.46786253986130444, -0.551239524661944, -1.2155473930609548]",8,1.0
7.668093709082406,1.1266381633013252,"[1.0672667353349718, 0.7423728053483964, 0.2705667218027011, 0.22592071165535665, 0.19829057731557054, 0.13096718037207544, 0.04915359431677868, -0.2837779659954349]",8,1.0
4.624972813284271,1.0440610274270417,"[0.9863607992084217, 0.2864983109929583, -0.15737760690863334, -0.18813490887493953, -0.5396802096640776, -0.6257506237004999, -0.7449464163280229, -0.7461490943695152]",8,1.0
7.137278437260386,0.7762100326096641,"[0.7237057466863669, 0.48562483936486, 0.3602596840760248, 0.06847924913776457, 0.0206790551111474, -0.1753268155408597, -0.23350855290681072, -0.6447365540605422]",8,1.0
10.693511775638694,0.7351633179255459,"[0.6834249012255597, 0.5155367299822121, -0.09568034605707323, -0.255842285464137, -0.766263352563357, -0.9161255980986756, -0.950713468489924, -1.6141825800168288]",8,1.0
6.467698726104353,0.4482954715991193,"[0.4016840994492637, 0.40021956533908004, 0.3101885781262206, -0.2710803019646276, -0.7187031688173966, -1.1406190856382212, -1.8983718882875413, -2.0936557967522558]",8,1.0
6.329720905522696,1.1828657335478268,"[1.1223376778758314, 0.2914373190084363, 0.1927950783143371, 0.07107924531216961, 0.026598600932507932, -0.17664996024525031, -0.195615673872133, -1.45731344558597]",8,1.0
7.5379626597682075,0.8186759200915769,"[0.7653707861041665, 0.6544690155145817, 0.5339016857366522, 0.08520301813235562, -0.2900737861072392, -0.5502607796460475, -0.6814056996034381, -1.5405474523293898]",8,1.0
7.983098940710892,0.4509629038542291,"[0.40430567494631026, 0.25869395876636136, -0.050675461234203356, -0.14800245694816094, -0.17943002746861134, -0.5456117158394607, -0.5771176683590726, -0.766821506854853]",8,1.0
6.926577033222725,1.041408249269355,"[0.9837611665895607, 0.5240141843645765, 0.5179331577855821, 0.43953451985280634, 0.3004304191819398, -0.34411222281536347, -0.39216977339872416, -0.8887731503461875]",8,1.0
7.299121462710799,1.0297862280814967,"[0.972371582662438, 0.4690227844902491, 0.3046668551240748, 0.28474426744407066, 0.19863270815910972, 0.018499910592191665, -0.0703050737688645, -0.19621564461177923]",8,1.0
5.627621113690637,0.6871575331756382,"[0.636304585030137, 0.6016194780620395, 0.5326289611873652, 0.3766988112836176, 0.3374707328407102, 0.03330751947702376, -0.07568071422359399, -0.6273725184519745]",8,1.0
4.859812404361672,0.7603493396583667,"[0.7081419475157775, 0.14967865571403566, -0.0513206561515305, -0.07284849089875046, -0.45903454719637626, -0.52108178181783, -0.6610028276749317, -0.6733538340909263]",8,1.0
2.1972245773362196,1.0313889409404524,"[0.9739422801614663, 0.6391323142358762, 0.4686057347019195, -0.09030401667525681, -0.2324550507330717, -0.236324058122565, -0.5093393665150485, -1.031236332753818]",8,1.0
4.30406509320417,0.34467180338023956,"[0.29981547820491955, 0.28157549824947725, -0.22016469491685592, -0.2380984608227831, -0.30592114233194007, -0.42460669698175574, -0.626966068250442, -1.1723507469530885]",8,1.0
3.4011973816621555,0.7464186015812244,"[0.6944709820545972, 0.4992319627084306, 0.38011982021820345, 0.06727204021507133, 0.010675198197528268, -0.010251739690061365, -0.41029016962410725, -1.055532990510605]",8,1.0
5.25227342804663,0.6208845751035249,"[0.5712358805411897, 0.4976407880840725, 0.3137959153744232, 0.19681204152592355, 0.030017017722643702, 0.01160398910248181, -0.018175615568391257, -0.5640572458392712]",8,1.0
7.15851399732932,0.43045125806098955,"[0.3841457750740167, 0.2715811496687889, 0.26906459470846955, 0.16492624805982561, 0.010934973003709714, -0.3552921549575969, -0.6375833764501404, -1.0047934689120748]",8,1.0
5.003946305945459,1.566153364041033,"[1.4973373783251491, 0.29140377928199074, 0.1762964788637138, 0.1503524289128258, 0.04966653374696045, 0.03539782150752602, -0.15525782139795818, -0.4946747611228142]",8,1.0
3.871201010907891,0.4795203374333892,"[0.43237003109528466, 0.3532798223252417, 0.23596637860054964, 0.19493479848435064, 0.1912594885393793, -0.25054946068842004, -0.8165480419686986, -1.2288086533849487]",8,1.0
4.6443908991413725,1.328697607814012,"[1.2650991487688759, 0.23966062562028329, -0.15525987203053523, -0.3376321929304874, -0.4977692348516125, -0.644131401876835, -0.6929024908424702, -0.9454223506496756]",8,1.0
8.289539484624141,0.6804976551962842,"[0.6297666761201446, 0.2793626550761662, 0.09362882732871722, -0.15423700766675943, -0.59036797666778, -1.076763763798289, -1.0878174751362195, -1.1442431184508695]",8,1.0
7.313015299394591,0.4662716717136739,"[0.4193506050561371, 0.07407876632472957, 0.011630984092520474, -0.2863256410779301, -0.5383970473755242, -0.6815445658929249, -0.7571163084826871, -1.1309526258948388]",8,1.0
6.473890696352274,0.9007930496622363,"[0.8459147855143269, 0.8443942822068009, 0.146374049645003, 0.1307524367577766, 0.08783617027615959, -0.10922005675552707, -0.14294268290961068, -1.3292316537849627]",8,1.0
3.2188758248682006,0.7737415286761731,"[0.7212835295124115, 0.6532862760586813, 0.5116951333961275, 0.32068758082248494, 0.10908794500434876, 0.08470789766417997, -0.0127500488477853, -0.7038827839499319]",8,1.0
5.4638318050256105,0.6864847359047365,"[0.6356441190301519, -0.2306932777231312, -0.235097508082947, -0.24067411432643254, -0.5151539127417027, -0.7562424043311313, -0.7576175494775632, -0.8004987906220741]",8,1.0
9.487024917706549,0.7466634598951237,"[0.694711282419115, 0.566290535382343, 0.2866884645008404, 0.2120914166704622, -0.1645945711036861, -0.22821422830135393, -0.5943777406882319, -0.8841039029217101]",8,1.0
5.902633333401366,0.6652678619696722,"[0.614815002375161, 0.38838966872637626, 0.3013316940813381, -0.3841004510343334, -0.4128304139465986, -0.6668986053881953, -0.7021328143060406, -0.7277552233244128]",8,1.0
11.533588212453042,1.0541582965142289,"[0.9962554720952788, 0.9147253768184735, 0.7182517548029961, 0.5281070737222522, 0.3301464715076529, 0.0457690501245786, -0.3169173551308565, -0.6592136628051659]",8,1.0
2.1972245773362196,0.6933871800859002,"[0.6424199496573475, 0.22070382432303104, 0.021835302749898228, -0.04197329859084395, -0.2685559397636693, -0.5543648460401148, -0.6780513624754634, -0.8226522286420797]",8,1.0
6.131226489483141,-0.17671232137668658,"[-0.21351595221462735, -0.2836087296610077, -0.2985777192178194, -0.30901242900851134, -0.4284418887118526, -0.45682757099055515, -0.5490811430657241]",7,1.0
6.326149473155099,0.6950269719599782,"[0.644029628773842, -0.2957237035003849, -0.5069677732470573, -0.5618468045457539, -0.56993898714993, -0.6873680449567703, -1.0184945259862817]",7,1.0
4.700480365792417,0.031751055840373854,"[-0.008117074604219787, -0.010263258201070657, -0.31015230541784927, -0.4351551185517535, -0.5973423769948769, -0.783359848176303, -1.0405203031945764]",7,1.0
5.049856007249537,0.1190034685010724,"[0.07779145293192624, 0.012772758595296807, -0.04360066355388942, -0.3091754697128037, -0.4075098250889645, -0.7092555718946668, -1.2836953121319148]",7,1.0
6.677083461247136,0.18627763009390283,"[0.14400466395881656, -0.28823688545236803, -0.37176417307498333, -0.3729934836516511, -0.39298334726290896, -0.7459955721675713, -1.330896551519489]",7,1.0
5.501258210544727,0.07937591586559062,"[0.038778747829247284, -0.021558001103721802, -0.42148280300860347, -0.47026119953074175, -0.4796716195746933, -0.6284810882901848, -1.1503818929584504]",7,1.0
