id,apple,samsung,amazon,others,model,screensize,storage,isnight,returnsaccepted,returnsdays,sellerfeedbackscore,bids,price,ram,resolution,selleritemssold,ispolice,sellerlifepercent,selleryearpercent,isused,isbroken,deliveryspeed,startingprice,issold,endtime,bidcount,ruletriggered,increment,nobid,residual,residual2,increment_residual
115574542667,0,1,0,0,galaxy tab a6 t580,10.1,16,0,0,-1,558,1.2238777,1.6007775,2,-1,48,0,100,100,1,0,1,.71087503,1,2022-10-28 13:06:41+00:00,7,1,1.6426553,4,-.17172599,-.17132068,.2470516
115574542667,0,1,0,0,galaxy tab a6 t580,10.1,16,0,0,-1,558,1.1401221,1.6007775,2,-1,48,0,100,100,1,0,1,.71087503,1,2022-10-28 13:06:41+00:00,7,1,1.6426553,5,-.2554816,-.25507629,.2470516
115574542667,0,1,0,0,galaxy tab a6 t580,10.1,16,0,0,-1,558,1.0982443,1.6007775,2,-1,48,0,100,100,1,0,1,.71087503,1,2022-10-28 13:06:41+00:00,7,1,1.6426553,6,-.29735935,-.29695404,.2470516
115574542667,0,1,0,0,galaxy tab a6 t580,10.1,16,0,0,-1,558,.76322222,1.6007775,2,-1,48,0,100,100,1,0,1,.71087503,1,2022-10-28 13:06:41+00:00,7,1,1.6426553,7,-.63238144,-.63197613,.2470516
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.915905,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,1,.30699897,.30625463,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.8823603,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,2,.27345431,.27270997,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.7984986,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,3,.1895926,.18884826,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.6475475,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,4,.038641453,.03789711,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.5603313,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,5,-.048574686,-.049319029,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.37919,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,6,-.22971606,-.23046041,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.3121006,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,7,-.29680538,-.29754972,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,1.2819104,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,8,-.32699561,-.32773995,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.72842294,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,9,-.88048309,-.88122743,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.71165061,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,10,-.89725542,-.89799976,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.70829618,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,11,-.90060985,-.90135419,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.62443441,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,12,-.98447162,-.98521596,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.45671096,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,13,-1.1521951,-1.1529394,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.41645736,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,14,-1.1924486,-1.193193,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.13132747,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,15,-1.4775785,-1.4783229,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.11046267,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,16,-1.4984434,-1.4991877,.34054375
115574616316,1,0,0,0,ipad pro 4,12.9,256,0,0,-1,252,.040756799,1.915905,-1,2732x2048,51,0,100,100,1,0,2,.040723257,1,2022-10-24 14:00:26+00:00,17,1,1.9494498,17,-1.5681492,-1.5688936,.34054375
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,3.0903695,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,1,1.8428839,1.8427477,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,3.0484917,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,2,1.8010062,1.8008699,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,3.006614,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,3,1.7591285,1.7589922,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,2.8809807,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,4,1.6334952,1.633359,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,2.294692,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,5,1.0472065,1.0470703,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,2.0853033,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,6,.83781779,.83768153,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,2.0015476,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,7,.75406206,.7539258,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,1.9596699,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,8,.71218443,.71204817,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,1.8759143,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,9,.62842882,.62829256,1.8847617
115580680838,0,1,0,0,galaxy tab s4,10.5,64,1,0,-1,775,1.8549755,3.0903695,4,2560x1600,71,0,100,100,1,0,0,1.7502811,1,2022-11-05 18:00:01+00:00,10,1,3.1322472,10,.60748994,.60735369,1.8847617
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.829152,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,1,.39007556,.39025915,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.7719731,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,2,.33289671,.33308029,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.7147943,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,3,.27571785,.27590144,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.6004366,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,4,.16136014,.16154373,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.5432577,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,5,.10418129,.10436487,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.4860789,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,6,.047002435,.047186017,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,1.4288999,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,7,-.010176539,-.0099929571,.44725442
115581757183,0,0,1,0,kindle fire kids 7,7,16,0,0,-1,539,.97146899,1.829152,.5,1024x600,19,0,100,100,1,0,1,.91429013,1,2022-11-03 10:23:54+00:00,8,1,1.8863308,8,-.46760744,-.46742386,.44725442
115586966039,0,0,1,0,kindle fire 5,7,8,0,0,-1,486,1.5432577,1.5432577,1,-1,208,0,94.099998,89,1,0,1,.79993236,1,2022-11-07 13:35:26+00:00,3,1,1.6004366,1,-.0089641809,-.0089435577,.048214674
115586966039,0,0,1,0,kindle fire 5,7,8,0,0,-1,486,1.4860789,1.5432577,1,-1,208,0,94.099998,89,1,0,1,.79993236,1,2022-11-07 13:35:26+00:00,3,1,1.6004366,2,-.066143036,-.066122413,.048214674
115586966039,0,0,1,0,kindle fire 5,7,8,0,0,-1,486,.91429013,1.5432577,1,-1,208,0,94.099998,89,1,0,1,.79993236,1,2022-11-07 13:35:26+00:00,3,1,1.6004366,3,-.63793176,-.63791114,.048214674
115608201109,0,0,1,0,kindle fire 5,7,8,0,0,-1,513,.81193995,.81193995,8,1024x600,410,0,100,100,1,0,0,.21099003,1,2022-11-25 12:04:18+00:00,5,1,.84052938,1,-.55455673,-.55394578,-.5259673
115608201109,0,0,1,0,kindle fire 5,7,8,0,0,-1,513,.78335053,.81193995,8,1024x600,410,0,100,100,1,0,0,.21099003,1,2022-11-25 12:04:18+00:00,5,1,.84052938,2,-.58314615,-.58253521,-.5259673
115608201109,0,0,1,0,kindle fire 5,7,8,0,0,-1,513,.72617161,.81193995,8,1024x600,410,0,100,100,1,0,0,.21099003,1,2022-11-25 12:04:18+00:00,5,1,.84052938,3,-.64032507,-.63971412,-.5259673
115608201109,0,0,1,0,kindle fire 5,7,8,0,0,-1,513,.6118139,.81193995,8,1024x600,410,0,100,100,1,0,0,.21099003,1,2022-11-25 12:04:18+00:00,5,1,.84052938,4,-.75468278,-.75407183,-.5259673
115608201109,0,0,1,0,kindle fire 5,7,8,0,0,-1,513,.44027728,.81193995,8,1024x600,410,0,100,100,1,0,0,.21099003,1,2022-11-25 12:04:18+00:00,5,1,.84052938,5,-.9262194,-.92560846,-.5259673
115609357403,1,0,0,0,ipad pro 2,11,128,0,0,-1,5,1.977795,1.977795,6,2388x1668,3,0,0,0,1,0,0,1.977795,1,2022-11-29 14:00:49+00:00,1,0,2.0113397,1,1.1109977,1.1099851,1.1445425
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.5698916,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,1,.37204838,.37161601,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.5363469,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,2,.33850372,.33807135,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.3417877,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,3,.1439445,.14351213,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.3065658,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,4,.10872257,.1082902,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.1136837,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,5,-.084159493,-.084591866,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.080139,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,6,-.11770415,-.11813653,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.0465944,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,7,-.15124881,-.15168118,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,1.0382417,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,8,-.15960145,-.16003382,.40559304
115617005874,1,0,0,0,ipad pro 2,11,128,1,0,-1,209,.81178153,1.5698916,-1,-1,103,0,100,100,1,0,2,.81178153,1,2022-11-28 19:49:02+00:00,9,1,1.6034362,9,-.38606167,-.38649404,.40559304
115618968132,1,0,0,0,ipad pro 6,12.9,128,0,0,-1,18,3.5557373,3.5557373,-1,-1,1,0,100,100,0,0,2,3.2202904,1,2022-12-04 15:05:38+00:00,3,0,3.6228266,1,1.2360425,1.2353888,1.3031318
115618968132,1,0,0,0,ipad pro 6,12.9,128,0,0,-1,18,3.5557373,3.5557373,-1,-1,1,0,100,100,0,0,2,3.2202904,1,2022-12-04 15:05:38+00:00,3,0,3.6228266,2,1.2360425,1.2353888,1.3031318
115618968132,1,0,0,0,ipad pro 6,12.9,128,0,0,-1,18,3.3544691,3.5557373,-1,-1,1,0,100,100,0,0,2,3.2202904,1,2022-12-04 15:05:38+00:00,3,0,3.6228266,3,1.0347743,1.0341206,1.3031318
115619164072,1,0,0,0,ipad air 4,10.9,256,1,0,-1,295,1.5747555,1.5747555,-1,-1,244,0,100,100,1,0,2,1.0380405,1,2022-12-04 18:24:46+00:00,5,1,1.6083002,1,.3501544,.35081327,.38369906
115619164072,1,0,0,0,ipad air 4,10.9,256,1,0,-1,295,1.5412109,1.5747555,-1,-1,244,0,100,100,1,0,2,1.0380405,1,2022-12-04 18:24:46+00:00,5,1,1.6083002,2,.31660974,.31726861,.38369906
115619164072,1,0,0,0,ipad air 4,10.9,256,1,0,-1,295,1.4405768,1.5747555,-1,-1,244,0,100,100,1,0,2,1.0380405,1,2022-12-04 18:24:46+00:00,5,1,1.6083002,3,.21597564,.21663451,.38369906
115619164072,1,0,0,0,ipad air 4,10.9,256,1,0,-1,295,1.407032,1.5747555,-1,-1,244,0,100,100,1,0,2,1.0380405,1,2022-12-04 18:24:46+00:00,5,1,1.6083002,4,.18243086,.18308973,.38369906
115619164072,1,0,0,0,ipad air 4,10.9,256,1,0,-1,295,1.1219022,1.5747555,-1,-1,244,0,100,100,1,0,2,1.0380405,1,2022-12-04 18:24:46+00:00,5,1,1.6083002,5,-.10269892,-.10204005,.38369906
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,1.2343471,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,1,.75069183,.75053221,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,1.2134081,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,2,.72975284,.72959322,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,1.1508009,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,3,.66714567,.66698605,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,1.0387779,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,4,.55512267,.55496305,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.9412027,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,5,.45754743,.4573878,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.8155694,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,6,.33191413,.33175451,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.68993616,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,7,.20628089,.20612127,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.66899723,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,8,.18534195,.18518233,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.56430286,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,9,.080647588,.080487967,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.56430286,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,10,.080647588,.080487967,.7716307
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.52242512,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,2022-12-04 19:04:01+00:00,11,1,1.255286,11,.038769841,.03861022,.7716307
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.5065525,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,1,.38996208,.38972938,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.4646747,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,2,.34808433,.34785163,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.2971637,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,3,.18057334,.18034065,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.2971637,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,4,.18057334,.18034065,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.255286,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,5,.1386956,.1384629,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.1924692,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,6,.075878859,.075646162,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.79463053,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,7,-.32195985,-.32219255,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.75275278,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,8,-.3638376,-.3640703,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.68993616,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,9,-.42665422,-.42688692,.43183994
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.64805835,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,2022-12-11 21:01:18+00:00,10,1,1.5484303,10,-.46853203,-.46876472,.43183994
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.9115479,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,1,.45513868,.45596719,.51231766
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.8543692,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,2,.39795995,.39878845,.51231766
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.8543692,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,3,.39795995,.39878845,.51231766
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.6828325,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,4,.22642326,.22725177,.51231766
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.2825804,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,5,-.17382884,-.17300034,.51231766
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.1682227,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,2022-12-12 16:42:29+00:00,6,1,2.9687269,6,-.28818655,-.28735805,.51231766
115628699233,1,0,0,0,ipad 7,10.2,32,1,0,-1,1397,.55348742,.55348742,,,1000,0,100,100,1,0,1,.0033209245,1,2022-12-08 18:02:58+00:00,1,0,.57025975,1,-.19444817,-.19498235,-.17767584
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.93847078,.93847078,,,132,0,100,100,1,0,0,.39181155,1,2022-12-12 21:44:28+00:00,5,0,.9853943,1,-.3089413,-.30833429,-.26201779
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.93612456,.93847078,,,132,0,100,100,1,0,0,.39181155,1,2022-12-12 21:44:28+00:00,5,0,.9853943,2,-.31128752,-.31068051,-.26201779
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.79066163,.93847078,,,132,0,100,100,1,0,0,.39181155,1,2022-12-12 21:44:28+00:00,5,0,.9853943,3,-.45675045,-.45614344,-.26201779
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.7202763,.93847078,,,132,0,100,100,1,0,0,.39181155,1,2022-12-12 21:44:28+00:00,5,0,.9853943,4,-.52713579,-.52652878,-.26201779
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.6264292,.93847078,,,132,0,100,100,1,0,0,.39181155,1,2022-12-12 21:44:28+00:00,5,0,.9853943,5,-.62098289,-.62037587,-.26201779
115631124040,0,0,1,0,kindle fire,8,16,0,0,-1,1054,.48487681,.48487681,,,491,0,100,100,1,0,0,.41854933,1,2022-12-14 14:19:20+00:00,2,0,.51346624,1,-1.2486877,-1.2491028,-1.2200983
115631124040,0,0,1,0,kindle fire,8,16,0,0,-1,1054,.46600777,.48487681,,,491,0,100,100,1,0,0,.41854933,1,2022-12-14 14:19:20+00:00,2,0,.51346624,2,-1.2675567,-1.267972,-1.2200983
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.7679707,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,2022-12-17 10:24:28+00:00,5,1,1.8251495,1,.18409741,.18503702,.24127626
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.7107917,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,2022-12-17 10:24:28+00:00,5,1,1.8251495,2,.12691844,.12785804,.24127626
115634694342,0,0,1,0,kindle fire 7,7,32,0,0,-1,476,1.3677186,1.7679707,-1,-1,492,0,100,100,1,0,2,.45228484,1,2022-12-17 10:24:28+00:00,5,1,1.8251495,3,-.21615469,-.21521509,.24127626
